Unnamed: 0,inst_id,time,cpu_usage,bins,partition
278,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,38,426.80624594062806,A,A1
279,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,39,426.6816633138229,A,A1
280,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,40,427.0189667715956,A,A1
281,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,41,426.1062738751934,A,A1
282,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,42,427.03194194961776,A,A1
283,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,43,426.9217292376869,A,A1
284,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,44,426.614016197198,A,A1
285,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,45,446.8384402032817,A,A1
286,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,46,426.5483752438605,A,A1
287,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,47,426.117340928259,A,A1
288,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,48,426.1847486236904,A,A1
289,6b1d30879d310f29c54523ed557aac362e46788203091437604c7d867dbb,49,427.3335937359592,A,A1
329,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,29,425.6453402752714,A,A1
330,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,30,425.8771176908924,A,A1
331,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,31,425.9830116319741,A,A1
332,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,32,465.9239356862875,A,A1
333,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,33,465.5800944271409,A,A1
334,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,34,466.0209037260251,A,A1
335,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,35,465.8735889563112,A,A1
336,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,36,465.16436393848505,A,A1
337,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,37,465.65886393898415,A,A1
338,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,38,425.53324167626624,A,A1
339,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,39,425.06635703783166,A,A1
340,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,40,425.0544188608796,A,A1
341,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,41,426.1161779760005,A,A1
342,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,42,425.104949521782,A,A1
343,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,43,425.7623220987312,A,A1
344,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,44,425.97864163632346,A,A1
345,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,45,425.9256333659324,A,A1
346,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,46,425.6120062674311,A,A1
347,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,47,426.0193577194924,A,A1
348,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,48,426.2438769534244,A,A1
349,38e50351d358b5d3eccdf0210105bbe13430938a5920c0ca7cadd40ec175,49,425.7522727095379,A,A1
389,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,29,425.0175706912428,A,A1
390,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,30,424.2448141042023,A,A1
391,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,31,424.30646321846194,A,A1
392,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,32,464.6317099691022,A,A1
393,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,33,464.3193723436876,A,A1
394,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,34,465.0667691663954,A,A1
395,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,35,464.60698953440686,A,A1
396,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,36,464.8250181923854,A,A1
397,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,37,413.5789141207452,A,A1
398,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,38,424.5975962762607,A,A1
399,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,39,425.2148504169348,A,A1
400,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,40,424.611803878185,A,A1
401,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,41,424.7794371958829,A,A1
402,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,42,424.4410731336128,A,A1
403,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,43,424.3124797801328,A,A1
404,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,44,424.6586261254308,A,A1
405,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,45,425.55463027351215,A,A1
406,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,46,424.78912123214826,A,A1
407,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,47,425.63100087281,A,A1
408,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,48,424.67642628776935,A,A1
409,a4c35915f3c288e67a80fab98bc31f2fa10b95d94637203109cc014fa970,49,425.1828743230204,A,A1
449,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,29,423.55959224892894,A,A1
450,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,30,423.5424869772333,A,A1
451,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,31,423.702932291976,A,A1
452,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,32,463.8351323616888,A,A1
453,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,33,463.77072372417416,A,A1
454,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,34,464.1271425264305,A,A1
455,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,35,463.9151354075519,A,A1
456,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,36,463.9504475936155,A,A1
457,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,37,464.5651016994775,A,A1
458,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,38,423.67143234058807,A,A1
459,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,39,423.5993421702133,A,A1
460,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,40,423.5190484278604,A,A1
461,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,41,424.1195305562925,A,A1
462,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,42,424.1320788673376,A,A1
463,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,43,423.9438719373773,A,A1
464,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,44,424.4535140932241,A,A1
465,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,45,423.64302761675214,A,A1
466,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,46,423.4107887052261,A,A1
467,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,47,423.6934412107909,A,A1
468,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,48,424.8843157333256,A,A1
469,ca99da9f226c45f46a67a9a67061a4b8cc2d7c301415e39efdb64a93bc7f,49,423.5601524655694,A,A1
509,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,29,423.5606274625382,A,A1
510,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,30,423.1678286292966,A,A1
511,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,31,423.4618121554727,A,A1
512,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,32,463.6447728237514,A,A1
513,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,33,463.40461301259705,A,A1
514,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,34,463.2472319946962,A,A1
515,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,35,463.6489229145244,A,A1
516,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,36,462.9238606857744,A,A1
517,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,37,463.46198771855495,A,A1
518,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,38,423.1489097135163,A,A1
519,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,39,423.4830917756192,A,A1
520,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,40,422.8958320810523,A,A1
521,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,41,423.2914747833262,A,A1
522,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,42,422.812296287066,A,A1
523,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,43,422.89306015445896,A,A1
524,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,44,423.7143151091449,A,A1
525,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,45,422.81996553276673,A,A1
526,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,46,423.7196695374868,A,A1
527,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,47,423.3574818013112,A,A1
528,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,48,423.3428736462858,A,A1
529,d3c80b994df1f63984ad52233a5214e71a758b1a4fde09f439e5e1b3e10e,49,424.1917374655013,A,A1
569,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,29,422.06095213143504,A,A1
570,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,30,428.7720150671855,A,A1
571,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,31,422.0727279280769,A,A1
572,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,32,461.974262328669,A,A1
573,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,33,462.7917328195616,A,A1
574,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,34,461.8583101312129,A,A1
575,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,35,461.9500250499268,A,A1
576,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,36,462.57548007959946,A,A1
577,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,37,462.2737548063411,A,A1
578,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,38,422.8835350697789,A,A1
579,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,39,422.520117712015,A,A1
580,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,40,422.3052394061945,A,A1
581,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,41,422.3951168673666,A,A1
582,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,42,421.9640417571944,A,A1
583,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,43,423.1576592845807,A,A1
584,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,44,421.99345208615625,A,A1
585,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,45,423.25169980737024,A,A1
586,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,46,422.8441321622466,A,A1
587,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,47,421.9765405972652,A,A1
588,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,48,422.23755677413936,A,A1
589,5a31d4db3e49aef5004403a695237d1a98f935a63083f47fbe5855bb7cb5,49,423.1542016047178,A,A1
629,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,29,421.2459050416281,A,A1
630,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,30,421.1461749886956,A,A1
631,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,31,421.2215770440456,A,A1
632,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,32,461.4204885082692,A,A1
633,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,33,461.84771491974897,A,A1
634,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,34,461.29513960092936,A,A1
635,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,35,461.9239528332101,A,A1
636,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,36,462.03780893285136,A,A1
637,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,37,461.8253234355143,A,A1
638,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,38,421.64404338776654,A,A1
639,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,39,421.4053211418529,A,A1
640,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,40,422.31332513533374,A,A1
641,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,41,422.3106556700392,A,A1
642,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,42,421.0465139247583,A,A1
643,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,43,421.6644215491236,A,A1
644,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,44,422.233791767844,A,A1
645,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,45,422.4266519256085,A,A1
646,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,46,422.4513532355778,A,A1
647,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,47,422.4572009533015,A,A1
648,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,48,421.1828642235096,A,A1
649,295024394394262d2de0f742bf36d3f9a17c79a1fad15c94e97cfa4b174e,49,422.340137479542,A,A1
689,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,29,420.43334413303614,A,A1
690,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,30,420.2554816353056,A,A1
691,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,31,420.6367547920521,A,A1
692,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,32,460.707649035299,A,A1
693,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,33,460.8829245830168,A,A1
694,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,34,461.2327689287532,A,A1
695,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,35,460.9211149044108,A,A1
696,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,36,461.0159239444917,A,A1
697,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,37,461.3280637730684,A,A1
698,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,38,420.7606559105457,A,A1
699,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,39,421.26709678295606,A,A1
700,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,40,421.12927846315256,A,A1
701,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,41,420.2337976150672,A,A1
702,b7a79851ebf437ab47f2258f36eca7e18883aafe8320e30c01fdd8dc4f39,42,420.4228151814039,A,A1
