Unnamed: 0,worker_name,machine,start_time,end_time,machine_cpu_iowait,machine_cpu_kernel,machine_cpu_usr,machine_gpu,machine_load_1,machine_net_receive,machine_num_worker,machine_cpu,job_name,task_name,inst_id,gpu_name,cpu_usage,gpu_wrk_util,avg_mem,max_mem,avg_gpu_wrk_mem,max_gpu_wrk_mem,read,write,read_count,write_count,group_bin
1936162,651271a3dbd2c28856a24a974041bd9f5fe3547258d6f0190644dd3b68cf,7b8f750998cd21082e0a1a4e,2129883,2132222,,,,,,,,,9a79a8793edd2ad08d475bc1,worker,aaa5dd7f726980325a31931f9d89402c511708be126dbad20c4fbb5398ff,/dev/nvidia2,79.94202898550725,1.875598086124402,12.1131317284689,12.96875,2.5782511587918657,2.7802734375,6364585.157894737,7125039.023923445,877.3205741626795,799.6937799043062,B
1538809,3a385e319ed978bf776db369b5d8c059aa6e9e3c676cf979ea0bbf018174,930430779782ec325e67b557,2130262,2132923,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia5,944.3025936599424,25.541547277936964,13.205094914040115,14.7119140625,4.3271484375,4.3271484375,903111847.0974212,29634475.68481376,11430.487106017192,6486.848137535817,D
1246483,d1c1335849d435f6c1b1e72e1bd90e2aaf1d93763b4da31f90d11070877b,c562346775b25205e47224f8,2130262,2133055,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia4,753.1474530831099,9.733333333333333,11.785333333333336,13.1962890625,4.3271484375,4.3271484375,685648193.2533332,22565571.872,8515.472,4583.952,D
1401412,e92b217591219ae16e13b1bf446437783d6768a4566cfbbf1db635d52c61,1276c88236bd5b94e9d0021a,2130262,2132935,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia0,847.2034383954152,9.606837606837605,13.372726918625355,15.1181640625,4.3349609375,4.3349609375,846706982.4900285,27821446.18803419,9739.760683760684,5505.561253561254,D
1153971,f977901c5d3043377d45f0e3a992e2c5c43547f0fcf274f424bdcd37ddac,17cddff5b1a3c961b9b66f7b,2130262,2133062,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia1,568.3093333333334,7.320954907161803,12.950899888096814,14.462890625,4.3271484375,4.3271484375,1555350862.159151,50878137.64986737,15639.846153846154,9746.127320954907,D
1294537,1ca2ba3c48bc0f5a0f59bc020fa2e6260fb8d34797ea5eca13213fff071f,de5f5fc9de4ce6a14eddfbf8,2130262,2132876,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia3,1047.1272189349113,12.373529411764704,13.525899011948528,15.294921875,4.3349609375,4.3349609375,1049191543.3941176,34430501.65588235,13806.052941176473,7284.673529411764,D
1147584,a23f4683a59f142acf3f40ea2b1a6f5b376c78ae835a452ca94795a7e458,72589c833bbdadca0cf899e7,2130262,2133107,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia5,524.0052083333334,9.626943005181348,12.688924364475389,14.0263671875,4.3271484375,4.3271484375,1456774835.748705,47195777.08031088,14265.541450777202,9631.92487046632,D
1080910,00ad268b38c5a0407f938967074e6c43ec63b0593b5b2bcea335fe6a55c3,c4f727d34acbd367627942b8,2130262,2132876,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia5,1241.7626112759644,10.442477876106192,13.247090477507374,15.81640625,4.3349609375,4.3349609375,3169400693.8377576,103333869.37168142,62369.71386430677,23375.628318584066,D
1130907,7776860c279af52a7f6491d7efa0cac0a01c856af5cd01e77f7d1fe6ea30,a8105b132e45f844f000e4c9,2130263,2132982,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia6,936.9303621169915,3.518005540166205,12.124061309729914,14.009765625,4.3271484375,4.3271484375,2134935105.64266,69673103.51246537,27171.52908587257,13996.2216066482,D
1124543,07ceba83134af11b59897e047c0c57673e7ade3dd405e9e4e52ba14063bd,7dcbe3b8c2315d51baacc5d0,2130263,2132975,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia4,824.8487394957982,9.080779944289691,12.9295786908078,14.5673828125,4.3271484375,4.3271484375,1817688353.6852367,58883669.28690808,24532.520891364904,12980.701949860724,D
1630729,b6e3b7468860db8fef71e11a9ad184c9e15117c39ebca2c2b038ec722653,3e3917aa7c6f8ece5320cf45,2130263,2133164,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia4,528.9746835443038,7.0125944584382855,12.089499370277078,14.078125,4.3349609375,4.3349609375,597591530.4836272,19626449.56675063,5789.539042821159,3767.894206549119,D
1821565,2ccf274945606a24e448ee379d91c91ea8b0e3d5201e433480d2ab84ff0b,686a5549b0ebadb11bcbeb1e,2130263,2132995,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia7,1040.842105263158,11.487603305785123,13.231394197658403,15.169921875,4.3271484375,4.3271484375,2120841652.8099167,69196668.31404959,29910.77685950413,15412.035812672177,D
1338511,4c8d4be162d13de9a05daeaf4603e3220f9345d66ff2db6b5616c182b8e7,6884752e3565b15cafe14218,2130263,2132952,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia2,1055.6487252124646,9.312676056338027,13.220876430457745,15.5830078125,4.3349609375,4.3349609375,2518203356.23662,81447170.25915493,39550.042253521126,17906.83661971831,D
1740343,b852f36ead40e55fdb7cbccc2adc604ec60e42f79e4cc2f1ccf51887e391,2cb30ff4df6701143e0af3a0,2130263,2133115,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia7,483.948051948052,6.832041343669252,12.180063489179584,14.1318359375,4.3271484375,4.3271484375,580890500.6485788,19116865.739018086,5728.178294573642,3869.302325581396,D
1166881,15576226a40e6e0d74947ea2da1d6ee6578d317f224249ef046db7f39222,0a77ce47d2dc5f1a13fa9075,2130263,2133071,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia1,748.1777188328913,8.569920844327179,12.528539330474937,14.048828125,4.3271484375,4.3271484375,1114497069.0870712,36334179.41688655,12874.253298153037,7510.770448548814,D
1225373,8a2c524d927419881c2ba021c7e038b5e3a57cb77ee70f5acc4e652ec90d,e251b20ea2e0819ecb8c9a78,2130263,2133147,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia7,526.829081632653,9.421319796954316,11.717458657201776,13.71875,4.3271484375,4.3271484375,1434407485.071066,46396356.45685279,24850.959390862943,9927.565989847715,D
1813864,fb8f9b011a1490ae63a5cebc1410745148f8093876cd259c589e093d9498,648b64346d50d1ac0eb46134,2130264,2133101,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia1,714.5587467362924,2.6181818181818186,12.722501521915586,14.2197265625,4.3271484375,4.3271484375,668838100.0675324,21966773.31948052,7368.387012987013,4173.033766233766,D
1797936,73c2846c213e8049d0b57b7b7d6e76697f4a6bccb20bdae43859ed3b6790,371dd9ca9b147cd2dda55e30,2130264,2132931,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia0,1078.779369627507,11.84045584045584,12.882934918091168,14.7255859375,4.3271484375,4.3271484375,2287314064.011396,74025837.46438746,58258.256410256414,16695.17378917379,D
1721547,6d94f78cfc3ef1a3aceefd5eb98e88a74324f3b767c3fd4dd45193065f45,b360a833fa1de2227f341c6d,2130264,2133101,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia6,526.3838120104439,7.21038961038961,12.524183238636365,14.076171875,4.3271484375,4.3271484375,1302529658.8649352,42605026.9922078,11904.82077922078,8383.418181818182,D
1254596,a587f80d66a0f45889c80d42cbdd1b6a7eb1ac2d91688db8d594bd32e751,6af10b43a0a111dc1443e5db,2130264,2133099,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia2,638.1932114882508,8.212987012987012,12.541510247564933,14.0859375,4.3271484375,4.3271484375,1621845278.948052,53027256.01038961,32085.42857142857,11523.84935064935,D
1352755,149c528f90d81b56d65544467582bc4202356393bef4839bcef3f1303052,a59d8e0c2812f0d866cd1c5a,2130264,2133089,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia4,655.6929133858267,8.554973821989531,11.53212174820026,13.263671875,4.3271484375,4.3271484375,1479520751.7329843,48339046.57068063,15602.204188481675,9084.057591623035,D
1727650,cb630bdc62f4b196b155189e0b4df7f9f74eec16da00ce370514662f8306,eb443cfb921d36b83356e990,2130264,2133190,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia6,645.3291770573567,6.60545905707196,12.25163810483871,14.1103515625,4.3271484375,4.3271484375,1489160815.5905707,48578728.94292804,17527.717121588088,9855.652605459058,D
1936163,85968d6db1b700be39feb25e90228d586164e84a82f8323d6581700c3c45,7b8f750998cd21082e0a1a4e,2130264,2132921,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia2,529.2247838616714,5.679083094555874,11.54833284831662,13.080078125,4.3271484375,4.3271484375,1442212007.9083097,47348847.3008596,14725.022922636104,8660.836676217765,D
1691933,a03a71e1f6b20db79552eee63d0fbc982164be3980819b13eb59f16791b1,78ad1a1d5fc02a96b2d88de8,2130264,2133262,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia2,500.889156626506,6.026378896882495,12.22173823441247,14.0390625,4.3349609375,4.3349609375,1061772564.0335732,34787196.86330935,9893.810551558752,6171.083932853717,D
1997458,73abb3f1016af716aac704359665b243ca979b732819652c428472b0bcda,1465a37f156f80e0687d8fff,2130264,2133189,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia0,520.3965087281796,4.784119106699753,11.923682731079404,14.1650390625,4.3271484375,4.3271484375,1174104856.8138957,38472966.46401985,11331.76674937965,7419.481389578163,D
1390528,8411d194e67a358c5990d4df167f315c937bb69fb6d1a8ed21ac00d558a9,929b96c2c0ca1ff8e2dfeed8,2130274,2133327,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia7,424.8764568764569,5.716279069767443,11.326994004360468,12.701171875,4.3349609375,4.3349609375,1107114193.0953488,36221339.27674419,10031.062790697675,6612.2279069767455,D
1846382,f07c4e9f87e03613e618ed26f2750879d208dc3317f14d0b42d10f538dd8,3b53844f3c85dcab47e45f1a,2130293,2133992,,,,,,,,,a2d6a4cd19348232f288705f,tensorflow,265eed723656140849dffde59d885cf1ae9b1d6ab7124a5cae17ff598b88,/dev/nvidia5,226.6234458259325,44.05319148936172,79.30254217918885,80.408203125,10.529566988031917,10.5908203125,248535.3439716312,12810.423758865249,185.0070921985816,73.08510638297872,C
1583529,76ba760a06432ef2f6137d748fe327772651c31bd51c135129fa44934a73,6f7629e8469b605c9ecfb5ad,2130346,2133296,,,,,,,,,4799b6d39bfc5ec8a057bdc2,worker,26301e04863e7d09f801eae6367b4c6cb70e4d059d841cec2be6100c7b81,/dev/nvidia7,389.5616113744077,3.9622641509433967,11.1335978957842,12.6259765625,4.3271484375,4.3271484375,896866416.643868,29243240.03301887,8056.188679245283,5146.436320754717,D
1911528,f97b4c9a1fe91b116a9278711d9979df60b256242039d5214088b60d0c77,bcbdc8d0153f492b26416fca,2130443,2131733,,,,,,,,,34e0bb9d4d1bfbd23140bd92,tensorflow,41088b654cdb6689ca150c9a3a0faee5bcdc64b605eade7ed30b38b0b931,/dev/nvidia6,358.7798165137616,71.60360360360359,28.294191652590083,29.5263671875,2.4401129645270268,5.5224609375,571253498.2342343,1359143.2972972973,7881.621621621623,5004.28828828829,C
1233298,a0811a2104410ded225d4bbabaa83e6cf329bf85e10389bd8c5d82c7ff38,584c77944feea4b85097cf0e,2130443,2131714,,,,,,,,,eb57aa9fdf810c30dd097ff2,tensorflow,5b35c1782d4f489d39e3119338b19b9f16f76e1a30a7e6a9eedf1664e1fb,/dev/nvidia2,329.1904761904762,57.98130841121496,26.250191661799068,26.8251953125,4.3544921875,4.3544921875,418365191.08411217,974664.7102803736,5985.523364485982,3467.439252336449,C
991798,20682387aba3045c5b17749f5841d47b9edb5812ded44d7985f15957db94,142a829a1e344f905fdcce42,2130444,2131684,,,,,,,,,ae1ca162821d3a5fee7f2d59,tensorflow,0d3dff17fcf308e181a03c17808ba3557a8032a4987e3c7f473c2279dc7d,/dev/nvidia3,360.8383838383838,69.78217821782178,26.762704981435643,28.9228515625,4.3544921875,4.3544921875,2259096694.990099,5244796.336633664,93184.02970297028,17901.0099009901,C
1669373,fae0e27067dd6212d968a0b6c9c311eb70e5d8375afe158d8feeea5b2f22,23f9009b1921a83b27fbca6a,2130444,2131932,,,,,,,,,7448d9dd69e8e89196d96080,tensorflow,7ef5b9e4164bc2da8197cdd8bcf54d7c7c9bcd0ad5cf6bf490b5647db709,/dev/nvidia4,317.47651006711413,56.42384105960265,26.75243817259933,28.2158203125,4.3544921875,4.3544921875,1612795597.039735,3465011.1125827814,18307.83443708609,11167.84105960265,C
1081852,c27093dfc5768393f5768804cd1e5c264fdd6c409424c7b6d341466cdb25,c4f727d34acbd367627942b8,2130454,2131713,,,,,,,,,62fdd2456cbc83f739e4155a,tensorflow,95e8986500463e4abd0ec09374cb8800f79ca2681e6f373389735e4a15b2,/dev/nvidia7,353.8666666666668,67.58878504672897,26.24088237441589,27.560546875,4.3544921875,4.3544921875,2123501378.280373,4911716.91588785,30840.03738317757,16263.831775700935,C
1290598,7a8d37895fb3eecb44697f0e09c2575ee4eef3d19bd1c1100e6d0df34593,b7144818044ca30aaef7ff1a,2130483,2131445,,,,,,,,,acdc4f73d7219cc9c5a1354e,tensorflow,38edad53634fefe7d3421dcc71d102ae8cd927f8f18c45bbf4b2c83433cb,/dev/nvidia5,271.6274509803921,60.301886792452834,17.23769162735849,17.78125,4.3544921875,4.3544921875,243041.62264150943,840418.6037735848,235.9245283018868,2041.2830188679245,C
