,inst_id,start_time,cpu_usage,bins
0,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,0,449.0,A
1,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,1,449.0111624053862,A
2,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,2,449.0209776963713,A
3,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,3,449.0593509932676,A
4,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,4,449.0306508163942,A
5,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,5,449.0612877173753,A
6,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,6,449.16988819506093,A
7,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,7,449.09949901161247,A
8,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,8,449.2662574872534,A
9,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,9,449.29592692804374,A
10,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,10,517.0631303144211,A
11,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,11,449.0902870726696,A
12,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,12,449.07094011729464,A
13,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,13,449.0134628338366,A
14,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,14,449.39009562683924,A
15,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,15,449.2617546515536,A
16,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,16,449.1888561416431,A
17,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,17,449.3968690245676,A
18,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,18,449.07391094749,A
19,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,19,449.3718751832115,A
20,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,20,449.3860084074378,A
21,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,21,449.2609139546802,A
22,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,22,449.5804899501318,A
23,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,23,449.63880155568097,A
24,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,24,449.61556975544227,A
25,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,25,449.3877333653628,A
26,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,26,449.0603176991779,A
27,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,27,449.6336930152025,A
28,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,28,449.12411357605646,A
29,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,29,449.6917843064547,A
30,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,30,449.2983019766518,A
31,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,31,449.8931844593271,A
32,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,32,380.4364139412718,A
33,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,33,449.4227170939357,A
34,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,34,449.7527601308971,A
35,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,35,449.139365313803,A
36,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,36,449.87595662340163,A
37,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,37,449.7181182231005,A
38,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,38,449.1658045034787,A
39,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,39,450.01077816164116,A
40,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,40,449.67532967167386,A
41,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,41,450.3213078169065,A
42,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,42,449.8596044979515,A
43,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,43,449.7066562549831,A
44,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,44,450.18939365426337,A
45,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,45,450.1199311426322,A
46,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,46,449.7193763395478,A
47,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,47,449.3747269285193,A
48,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,48,450.51716126182816,A
49,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,49,450.28794738183876,A
50,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,50,450.30051755274604,A
51,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,51,450.2036732386205,A
52,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,52,450.08267328458584,A
53,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,53,449.0456511675874,A
54,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,54,450.05223998044977,A
55,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,55,450.3792564197631,A
56,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,56,450.6367638371497,A
57,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,57,450.5135278319608,A
58,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,58,449.89838064360214,A
59,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,59,477.4653910285118,A
60,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,0,448.0,A
61,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,1,448.0009047609458,A
62,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,2,449.4937022085281,A
63,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,3,448.06120218626035,A
64,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,4,448.08443668183963,A
65,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,5,448.0536442188601,A
66,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,6,448.17152142174615,A
67,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,7,448.112758959703,A
68,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,8,448.1918613207103,A
69,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,9,448.2372932868617,A
