,worker_name,machine,start_time,end_time,machine_cpu_iowait,machine_cpu_kernel,machine_cpu_usr,machine_gpu,machine_load_1,machine_net_receive,machine_num_worker,machine_cpu,job_name,task_name,inst_id,gpu_name,cpu_usage,gpu_wrk_util,avg_mem,max_mem,avg_gpu_wrk_mem,max_gpu_wrk_mem,read,write,read_count,write_count
4343,0ef0bb194ac1abbb9e4943797c0e0637222e9989a259b55afce63c7b32a8,ab8844aaf1ceb8329f8b4529,2135755,2135937,,,,,,,,,432a692597618e3b366c527e,tensorflow,ff59b907371e397ec693cddfb30e47f4054c9d80d1e9a0094bc874f12e81,/dev/nvidia7,107.4,3.210526315789473,1.7279613597972974,6.01953125,0.6712582236842106,1.59375,5614239.205128205,2167159.205128205,1649.948717948718,303.38461538461536
4352,386505b0d283c9859f7fdba5570befb0999bb188e5fd4cd6bf56bb362785,ab8844aaf1ceb8329f8b4529,2132327,2132651,,,,,,,,,47aecb707a371b6858362d9a,tensorflow,4e0a6c199cb848d1537c316e91986392455809ceaf138cb1c6b463ffafd9,/dev/nvidia6,264.8615384615385,52.8358208955224,6.789616371268656,9.599609375,6.219697411380597,8.3544921875,312343517.0724637,13025406.420289855,4735.826086956522,5240.202898550725
7002,d2f952aabc99fc6a495643f6e37d68510ff9663421ba829ff142d3b2c4d2,e7b3f000e98a235fa417f069,2130804,2132015,,,,,,,,,28bb7880eb0d7457f1012e32,worker,c66429ad0bad246dc2554702aba7715dfb7c20e636b4ad38519bda526350,/dev/nvidia7,701.7515151515152,11.389221556886229,11.395443488023956,14.259765625,1.9141853012724552,2.3271484375,1720758789.502994,91490970.67065868,86136.21556886227,25835.886227544903
7388,72942af94bb083c27ba80f49d3e426c98f40c14fc02902205490fbbd6526,e7b3f000e98a235fa417f069,2132377,2132539,,,,,,,,,2dadd5e5a879352505e2ced1,worker,3b78d042aebeffb2396c294ee88c0f38f3229a56c09c042301ca993e6004,/dev/nvidia4,52.0,22.33333333333333,0.72265625,1.4248046875,0.3253851996527778,0.7470703125,55178303.4054054,2792659.513513513,4979.783783783784,715.6216216216217
8188,e298a49218011000cbb716cbaf33b6d83f088c0105b8d3b6e0eb959e06f2,e7b3f000e98a235fa417f069,2133992,2135119,,,,,,,,,9b26e1ec35ba791c383d8b62,tensorflow,bbf0ec8961178b6442ce1aa3141a4d7babf070c3ae5eda6d5cae21ebb859,/dev/nvidia2,137.66666666666666,0.0,3.0860192387114536,3.4453125,0.1975495594713656,0.2001953125,1487052404.754386,1971393.8157894737,310161.41228070174,7905.228070175441
8410,c1a538a38775277d768a232734b36dc19c302567194b57ace37fe190e2d6,e7b3f000e98a235fa417f069,2132748,2132760,,,,,,,,,8a0da58e78c73de3b553bb01,tensorflow,dc65d9016d7ffc3300aea251360411179a2dda3213def735be1b1bcb34c8,/dev/nvidia4,89.33333333333331,0.0,0.2271484375,0.28515625,0.0,0.0,117692631.57142857,133454599.28571428,17465.571428571428,8080.857142857143
11554,61d8cacd818428b9a4f8414f7ff007aad589335cf1108513c0f20d5a0da2,905f98d511a6d16771b596d7,2130805,2131947,,,,,,,,,28bb7880eb0d7457f1012e32,worker,c66429ad0bad246dc2554702aba7715dfb7c20e636b4ad38519bda526350,/dev/nvidia4,737.3006535947712,13.051948051948054,10.78474406452922,13.41015625,1.8718420251623376,2.3271484375,1869574614.811689,99887241.6948052,43631.57142857143,27903.19480519481
11555,559ba0a01c111069877c03da3a80c5b4e9bfcdc95d7378d923caa26de480,905f98d511a6d16771b596d7,2131957,2133110,,,,,,,,,aefde6d9c47a9145402b916e,worker,8210f430823b23b3ae0d2c14ebecf9ffdece98e93aee63cc0f748cdf8cec,/dev/nvidia4,493.0129870129869,7.244635193133048,8.362728004291847,13.455078125,1.3300236386802582,2.3271484375,1149161707.612766,61483198.09361702,30116.387234042548,17268.442553191493
11556,3546e416c47aae935a41b52025d04222ac7c6b912edd6a8ccb1db0068aff,905f98d511a6d16771b596d7,2134131,2135053,,,,,,,,,30b48b9a7be30714af69efd1,worker,bf2e4bc7acbc35947f74faa2334226c26a8ca8f3207e79e17ce491a097ec,/dev/nvidia1,665.2282608695652,9.58288770053476,9.006993447580646,13.666015625,1.5032430230614968,2.3271484375,824503934.606383,44462040.0,20448.377659574468,12107.053191489364
11557,83f521825d77aadd604bd107e73c6f42af188db43c55321def764c0e9245,905f98d511a6d16771b596d7,2134511,2136104,,,,,,,,,39c97978219e2023278fb4f1,worker,3d42609200da1604dd222acd5956c379e97724836b49cfb32251149fb111,/dev/nvidia5,798.5520504731862,13.35625,10.38786980799373,13.4580078125,1.8392425537109376,2.3271484375,1031410121.7258568,55101874.79439253,27133.05607476636,15684.77570093458
11694,05ddd46fb569e2e15d8c3ec369a5e8426ed57056ead7f7605632998544b0,905f98d511a6d16771b596d7,2132517,2134831,,,,,,,,,941cf9d280772992b1736b4f,worker,e33166a3a1f21458cb1b4788e86e495171af34c670f458e471f64d5ff8a9,/dev/nvidia7,64.15550755939525,0.0817204301075268,1.8188970094086023,2.0703125,2.1355153729838707,2.2607421875,37777347.85653105,1855112.6423982868,2148.139186295504,775.6745182012847
12069,251922e97c0e68a8c82d421788331064f669e7948d5cf316821cda24c12d,905f98d511a6d16771b596d7,2134962,2135268,,,,,,,,,a759034541ad13323204371e,worker,5b79ae6772daa5dda69c03ad15dca0c73693d1673087a5a2671ccb8f7a17,/dev/nvidia7,135.21311475409837,38.78125,3.2303466796875,4.9609375,1.8782501220703125,2.2392578125,269428274.64615387,20656527.93846154,5561.246153846154,3119.8615384615387
12482,0aec9138d2e0149c87b0b819e7ffe6991276ef746ecf92ed47a7b2fb7ccb,905f98d511a6d16771b596d7,2133801,2134284,,,,,,,,,1f9ba648a8a9b1a4e3029cea,worker,832fbcd1c7106021c59addea58d635a037b813373748bd4051625c64310e,/dev/nvidia5,351.97938144329896,3.555555555555556,2.808304767219388,3.4619140625,6.4686908143939394,8.3427734375,123788639.36,35980790.34,4797.02,2606.38
12751,527d5ee9446f6842a92a3a28243f6b62beffe287a14efa2cb1b08f74cc19,905f98d511a6d16771b596d7,2130474,2132399,,,,,,,,,3804b2d1ff982a4897eefc4d,tensorflow,86727e27dc614a15881ff5f631fe99baba5371f49eb203e4ef25d0c3a25b,/dev/nvidia5,103.24691358024693,0.0,0.6956206775102459,0.7041015625,0.0,0.0,850504.7295081967,14626.319672131149,478.6147540983607,106.65163934426228
12781,c212e6fe93055728603bb80aa3db1c0d37761ff11cb861cbccf243474af0,905f98d511a6d16771b596d7,2133991,2134729,,,,,,,,,11dbc7de0c9a35e80c025063,tensorflow,67f97de987bee4d6744351add234e0b149d356ce2c746bbcbb762dc53496,/dev/nvidia4,172.25675675675674,0.0,3.044720052083333,3.55078125,0.1974919805463576,0.2001953125,2230719526.967105,2948450.888157895,466969.6118421053,11913.75
12976,704934443fe05ac0ecac16e87411a55e6b74d0a0838a2a62ae317a6f4f2e,905f98d511a6d16771b596d7,2133029,2133766,,,,,,,,,b1a50a7203ee0cd0f776603d,tensorflow,0cb3f22e1861f3c211e6df26c1133abdbff00b8b1d3b62bd0e80afd1715c,/dev/nvidia5,49.97959183673469,0.4832214765100672,8.482421875,15.3388671875,0.7889117554530202,8.2451171875,1874949.0331125828,578677.8079470198,693.8675496688742,123.80132450331128
15974,3e66ed16712fe1bfbfee753378fbf8e976120bfe4703f76fdd1f03cfa551,64b3598645efb5324e66172f,2134131,2135141,,,,,,,,,30b48b9a7be30714af69efd1,worker,bf2e4bc7acbc35947f74faa2334226c26a8ca8f3207e79e17ce491a097ec,/dev/nvidia1,304.0049751243781,4.607843137254903,7.897489801416256,13.3369140625,1.2882534849877452,2.3271484375,806089421.6780487,43561863.79024389,18032.653658536587,11698.897560975607
16344,8f3a5a93d23514adf0cdb77004d35f657445aa1ec419a4d96478f892d55f,64b3598645efb5324e66172f,2132357,2132410,,,,,,,,,1ee133d713725111cd458260,tensorflow,4b57667f600ccbcb02f906862dcb14bacf22b6e17ea9c3342e726dc516d9,/dev/nvidia2,110.36363636363636,0.0,0.7514272836538464,1.1240234375,0.0,0.0,66805259.26666666,45031595.06666667,8634.466666666667,2900.666666666666
16345,338b07f9edd34ee65a5f706de14bd802e01d1f50d023435c0bcaebc341bd,64b3598645efb5324e66172f,2136156,2136194,,,,,,,,,125526f8b84815919dc69320,worker,9f0f798ce3b9b59b6df3ac302ce886149472eae16ffb5fad3f958fb16c52,/dev/nvidia5,32.111111111111114,0.0,0.30693359375,0.4794921875,0.0,0.0,54344991.08333334,55371109.83333334,9359.0,3904.166666666666
16374,8381132294fe1f116914cf09db8cdd9b5f64b962a8b8a80851c210b5bb19,64b3598645efb5324e66172f,2134963,2135263,,,,,,,,,a759034541ad13323204371e,worker,5b79ae6772daa5dda69c03ad15dca0c73693d1673087a5a2671ccb8f7a17,/dev/nvidia5,135.71186440677965,44.483870967741936,3.4832703637295084,4.65234375,1.9927072832661283,2.2392578125,283703154.8095238,21306526.19047619,6094.349206349207,3235.8253968253966
16653,529c90217817a1034b7bb6f00f0d1edc0921993d886271113f966b46487a,64b3598645efb5324e66172f,2133801,2134713,,,,,,,,,1f9ba648a8a9b1a4e3029cea,worker,832fbcd1c7106021c59addea58d635a037b813373748bd4051625c64310e,/dev/nvidia5,227.03296703296704,1.4054054054054057,2.9989013671875,3.404296875,7.205727407094594,8.3427734375,65311999.11290322,19362847.870967746,2428.8655913978496,1458.3010752688172
